genome_id	coverage	uniq_abundance	multi_abundance	total_abundance	total_abundance_pmkb
GCF_000010485.1	0.0005047851274556619	2.6861263433989376e-06	0.0	2.6861263433989376e-06	0.00043207331443821645
UMGS793	0.008294350446982197	4.5291320241985054e-05	0.0	4.5291320241985054e-05	0.00728527565366675
GCF_000218405.2	0.04755811642330831	0.00024699082840723847	0.0	0.00024699082840723847	0.03972938433369394
UMGS1936	0.0	0.0	0.0	0.0	0.0
21673_4_48	0.6743458662067127	0.003435445755371778	0.0	0.003435445755371778	0.5526041013461488
UMGS820	0.0	0.0	0.0	0.0	0.0
UMGS633	0.003296571364886732	1.8176104449462537e-05	0.0	1.8176104449462537e-05	0.0029236933371931573
UMGS1164	0.007149200766736896	3.7373989477004864e-05	0.0	3.7373989477004864e-05	0.006011743843245652
UMGS934	0.19482452880888598	0.0010416701717481938	0.0	0.0010416701717481938	0.16755648324760267
UMGS1861	0.0015766718671496947	9.089827326334718e-06	0.0	9.089827326334718e-06	0.0014621322002265973
UMGS528	0.00024139374261782507	1.2009638936210202e-06	0.0	1.2009638936210202e-06	0.00019317946503620337
UMGS1067	0.08468566652534254	0.00043611065592603286	0.0	0.00043611065592603286	0.07015000505499312
UMGS711	0.0	0.0	0.0	0.0	0.0
UMGS179	0.7856716784995325	0.00415274897528793	0.0	0.00415274897528793	0.6679849658568643
UMGS1226	0.0655242384027381	0.00036020179776010986	0.0	0.00036020179776010986	0.057939785672136736
UMGS1988	0.0010224719763663917	7.075930632293368e-06	0.0	7.075930632293368e-06	0.001138189500483907
UMGS679	0.013317876413965209	7.477727213396194e-05	0.0	7.477727213396194e-05	0.012028199602363574
UMGS1840	0.02563693557315675	0.00013380172682934507	0.0	0.00013380172682934507	0.02152250050738802
GCF_000345165.2	0.0	0.0	0.0	0.0	0.0
UMGS1056	0.003081467865817633	1.7068207181776407e-05	0.0	1.7068207181776407e-05	0.002745483981671754
UMGS2074	0.0032814390267239977	1.6318186841755865e-05	0.0	1.6318186841755865e-05	0.0026248404479060653
UMGS1304	0.0	0.0	0.0	0.0	0.0
UMGS1950	0.048367822391159374	0.00025235181942148785	0.0	0.00025235181942148785	0.04059171948106798
18048_2_76	0.18992004448758715	0.0009679487435233519	0.0	0.0009679487435233519	0.1556981200263401
21673_4_82	0.0004627993197452241	2.3163129116377583e-06	0.0	2.3163129116377583e-06	0.0003725874620405831
UMGS286	0.0032836249712496378	1.8054834888534944e-05	0.0	1.8054834888534944e-05	0.002904186681722831
21673_4_16	0.14549372865663798	0.0007413249359210912	0.0	0.0007413249359210912	0.11924484599403413
GCF_000165085.1	1.923876951116001e-05	1.904828664471288e-07	0.0	1.904828664471288e-07	3.0639870552537036e-05
UMGS450	0.007172606938551936	3.881747591519388e-05	0.0	3.881747591519388e-05	0.006243933952704816
UMGS1726	0.0002101207466151836	1.0402017159167505e-06	0.0	1.0402017159167505e-06	0.00016732027671928468
UMGS1640	8.973717669072393e-05	8.884868979279597e-07	0.0	8.884868979279597e-07	0.00014291638953099243
UMGS1123	0.0007185036651836304	4.074689972685995e-06	0.0	4.074689972685995e-06	0.0006554288878232146
GCF_000147455.1	0.0003992231139762227	2.1560204175133537e-06	0.0	2.1560204175133537e-06	0.00034680382405717283
14207_7_13	0.10632143145722417	0.0005653166701082451	0.0	0.0005653166701082451	0.09093326825862137
UMGS397	0.00023163756585447401	2.148771482880093e-06	0.0	2.148771482880093e-06	0.0003456378062260176
UMGS1566	0.0027631232948755876	1.5921342405416953e-05	0.0	1.5921342405416953e-05	0.0025610065588759796
UMGS79	0.23149770456386715	0.0011867854892429561	0.0	0.0011867854892429561	0.19089881647768334
12718_7_56	0.0	0.0	0.0	0.0	0.0
UMGS682	0.022688556138113703	0.00012519108453243457	0.0	0.00012519108453243457	0.020137446983822072
UMGS1759	0.24197261658739994	0.0012601851088980083	0.0	0.0012601851088980083	0.20270541560538222
GCF_001078445.1	0.01021211668844829	5.385113458296051e-05	0.0	5.385113458296051e-05	0.008662153313338231
GCF_000345065.2	0.0	0.0	0.0	0.0	0.0
UMGS1242	0.0001604837180528823	1.5889477034938842e-06	0.0	1.5889477034938842e-06	0.0002555880896685102
UMGS1635	0.0003141846515561304	3.141846515561304e-06	0.0	3.141846515561304e-06	0.0005053775823950959
UMGS304	0.004122129330764	2.3194515703151022e-05	0.0	2.3194515703151022e-05	0.0037309232684746125
UMGS56	8.875223583138657e-05	4.393675041157751e-07	0.0	4.393675041157751e-07	7.067388108019282e-05
UMGS430	0.0043494104127367456	2.5195039936471175e-05	0.0	2.5195039936471175e-05	0.004052714958664009
UMGS561	0.0	0.0	0.0	0.0	0.0
21673_4_67	0.0772043799638779	0.00039488700726465054	0.0	0.00039488700726465054	0.06351902935493661
UMGS112	0.0011328980442335994	5.900510647049998e-06	0.0	5.900510647049998e-06	0.0009491188671798969
UMGS2039	0.021429131450613897	0.000128581060950559	0.0	0.000128581060950559	0.02068273717482367
20298_2_25	0.0	0.0	0.0	0.0	0.0
UMGS1437	0.02900663025836294	0.0001537940799502525	0.0	0.0001537940799502525	0.024738344132017847
UMGS766	0.005689186263149254	3.3906693538217006e-05	0.0	3.3906693538217006e-05	0.005454016522603482
GCF_000159375.2	0.0015203391598774623	8.061686125363962e-06	0.0	8.061686125363962e-06	0.001296751901751208
UMGS1576	0.000955300428681565	5.7013951313886505e-06	0.0	5.7013951313886505e-06	0.0009170904032101008
GCF_000455265.1	3.617031563076912e-05	1.7906096846915406e-07	0.0	1.7906096846915406e-07	2.8802616199760017e-05
UMGS294	0.00026441579033273485	1.8653671275677944e-06	0.0	1.8653671275677944e-06	0.0003000511719908369
UMGS434	0.048985114901127086	0.00026552226424000745	0.0	0.00026552226424000745	0.04271023403245826
GCF_000238675.1	0.0	0.0	0.0	0.0	0.0
UMGS1025	0.0023056832376334904	1.2343058017309905e-05	0.0	1.2343058017309905e-05	0.0019854263374275804
UMGS2040	0.0017611317060979674	9.111546151282905e-06	0.0	9.111546151282905e-06	0.0014656257532026623
13470_2_83	0.008892499254304409	4.6328321835870814e-05	0.0	4.6328321835870814e-05	0.007452081178972372
18048_2_70	1.7276102265260476	0.009189138962081943	0.0	0.009189138962081943	1.4781068425679875
UMGS1417	0.004573905986654519	2.5155389214025334e-05	0.0	2.5155389214025334e-05	0.004046336993938283
UMGS907	0.00010872601635949773	5.382476057400877e-07	0.0	5.382476057400877e-07	8.657910956871714e-05
UMGS987	0.0001423321774235288	7.188493809269131e-07	0.0	7.188493809269131e-07	0.00011562957020328899
GCF_000346855.2	0.0	0.0	0.0	0.0	0.0
GCF_000285575.1	2.368890808907437e-05	2.54719441818004e-07	0.0	2.54719441818004e-07	4.0972560262706874e-05
UMGS498	0.0016559541510381118	8.597396803774449e-06	0.0	8.597396803774449e-06	0.001382922937216306
UMGS839	0.00018106799641090963	8.963762198559882e-07	0.0	8.963762198559882e-07	0.00014418541601684268
UMGS1273	0.0010552985011752286	6.447852349339482e-06	0.0	6.447852349339482e-06	0.001037160795669092
UMGS1130	0.006986622164454702	3.904319892536233e-05	0.0	3.904319892536233e-05	0.006280242330152559
GCF_000147295.1	6.905125962145552e-05	3.4183791891809664e-07	0.0	3.4183791891809664e-07	5.4985888132391696e-05
GCF_000345725.2	0.0	0.0	0.0	0.0	0.0
UMGS821	0.010300923164805947	5.6535633625564824e-05	0.0	5.6535633625564824e-05	0.009093964870450829
UMGS1922	0.0020236106785946834	1.0191659825043173e-05	0.0	1.0191659825043173e-05	0.0016393660153234322
UMGS1672	0.0005990216395010561	4.358785318614753e-06	0.0	4.358785318614753e-06	0.0007011266704437395
UMGS292	0.016387680896063767	8.55394837847277e-05	0.0	8.55394837847277e-05	0.013759340980005518
UMGS466	0.0005992014380834514	3.0545527854721396e-06	0.0	3.0545527854721396e-06	0.0004913360644367209
13414_6_43	0.053034605043575	0.0002752410532171333	0.0	0.0002752410532171333	0.04427353703046944
UMGS1605	0.00677737518245919	3.619697499033053e-05	0.0	3.619697499033053e-05	0.0058224167285144575
13470_2_61	0.05070600146309025	0.00026048790672512424	0.0	0.00026048790672512424	0.0419004390863389
13470_2_80	1.4815769180130531	0.0075176765228865215	0.0	0.0075176765228865215	1.209245953787786
UMGS94	0.002930411182118672	1.548743898301028e-05	0.0	1.548743898301028e-05	0.002491211595461076
20298_3_64	0.061549840511979155	0.0003301146541865192	0.0	0.0003301146541865192	0.053100157827465
UMGS576	0.010536791291329655	5.673090539493588e-05	0.0	5.673090539493588e-05	0.009125375053674603
13414_6_30	0.03637298086663306	0.00018788415599753065	0.0	0.00018788415599753065	0.030221858406540097
UMGS288	0.008663333529450937	5.043024107594859e-05	0.0	5.043024107594859e-05	0.008111889994731815
13470_2_64	0.13289820244573622	0.0006855150666418575	0.0	0.0006855150666418575	0.11026762299143737
UMGS387	4.490351745702044e-05	0.0	0.0	0.0	0.0
GCF_000146325.1	0.00010345748746543052	1.0294277359744332e-06	0.0	1.0294277359744332e-06	0.00016558724236860798
UMGS245	0.14566610566190608	0.0008027988729000765	0.0	0.0008027988729000765	0.12913315514499776
UMGS698	0.014829645467457324	7.64823555205814e-05	0.0	7.64823555205814e-05	0.012302468544351608
12718_7_1	0.00046715265461793785	2.3977039586891592e-06	0.0	2.3977039586891592e-06	0.0003856795116947318
12718_7_12	7.213060781999342e-05	3.570822169306605e-07	0.0	3.570822169306605e-07	5.743798960734981e-05
14207_6_2	0.007481594776594355	4.446713091586541e-05	0.0	4.446713091586541e-05	0.007152701765347517
UMGS455	0.0035191920422303043	1.7874000214488002e-05	0.0	1.7874000214488002e-05	0.0028750987584489204
UMGS388	2.7813897213742845e-05	4.3459214396473195e-07	0.0	4.3459214396473195e-07	6.990574681384757e-05
GCF_000760655.1	0.04740989341739129	0.0002523016249958368	0.0	0.0002523016249958368	0.040583645522852776
UMGS1060	0.0003811885345282273	1.887071953110036e-06	0.0	1.887071953110036e-06	0.0003035424731108999
UMGS1780	0.0011555673905440209	6.458459190486789e-06	0.0	6.458459190486789e-06	0.001038866945129075
UMGS2056	0.026421968161896566	0.0001375680557263917	0.0	0.0001375680557263917	0.022128328380604214
GCF_000349975.1	0.0	0.0	0.0	0.0	0.0
UMGS346	0.00019872560834239913	1.1323396486746389e-06	0.0	1.1323396486746389e-06	0.00018214100251649778
UMGS442	0.0	0.0	0.0	0.0	0.0
20298_2_53	0.0	0.0	0.0	0.0	0.0
UMGS1263	0.22079572885205054	0.0011971409852089196	0.0	0.0011971409852089196	0.19256453613962737
GCF_000527315.1	5.065402623025966e-05	5.015250121807888e-07	0.0	5.015250121807888e-07	8.067214515770717e-05
UMGS1121	0.00022143479491175473	1.3985355468110826e-06	0.0	1.3985355468110826e-06	0.00022495959304196552
UMGS95	0.0078955831060158	4.3626975863488045e-05	0.0	4.3626975863488045e-05	0.007017559731163317
UMGS1037	0.0015899348365605384	9.555534910881366e-06	0.0	9.555534910881366e-06	0.001537042980245779
12718_7_73	0.02794148890356292	0.00014785679423502053	0.0	0.00014785679423502053	0.023783309859690634
GCF_000312125.1	0.0	0.0	0.0	0.0	0.0
UMGS1902	0.0013976848728421123	7.858954734838868e-06	0.0	7.858954734838868e-06	0.0012641418109935235
UMGS278	0.004188547750843321	2.2026189138886135e-05	0.0	2.2026189138886135e-05	0.0035429936380576817
UMGS1986	0.0020836904438024757	1.1008175929522512e-05	0.0	1.1008175929522512e-05	0.0017707056376839183
GCF_000185665.1	0.029954821092356993	0.0001571078849039273	0.0	0.0001571078849039273	0.025271381862448757
21673_4_17	0.13895250017334335	0.0007116447379517	0.0	0.0007116447379517	0.11447067684844206
UMGS512	9.030598903927906e-05	4.492835275586023e-07	0.0	4.492835275586023e-07	7.226890996836045e-05
18048_1_36	0.0	0.0	0.0	0.0	0.0
UMGS1239	0.02804297485422162	0.0001451546691040555	0.0	0.0001451546691040555	0.02334866308135424
UMGS1746	0.44044176245756556	0.0023120544434770147	0.0	0.0023120544434770147	0.37190247175441743
14207_6_5	0.0	0.0	0.0	0.0	0.0
UMGS1620	0.003919647554786057	1.9120231974566136e-05	0.0	1.9120231974566136e-05	0.003075559726511121
GCF_000154245.1	0.04647405957322373	0.0002447018495804531	0.0	0.0002447018495804531	0.039361193659864124
UMGS2	0.0	0.0	0.0	0.0	0.0
18048_2_46	0.00011972391480581643	6.15547119824249e-07	0.0	6.15547119824249e-07	9.90130210773415e-05
UMGS500	0.00023981439127430896	1.2688592130915818e-06	0.0	1.2688592130915818e-06	0.00020410067720873527
12718_7_34	0.03183706954827637	0.00016694049243542764	0.0	0.00016694049243542764	0.026852992994086642
GCF_000826525.2	0.0	0.0	0.0	0.0	0.0
UMGS1038	0.09287488463420526	0.00048004558884559876	0.0	0.00048004558884559876	0.07721710081272912
UMGS581	0.006396749661762582	4.0285219353019375e-05	0.0	4.0285219353019375e-05	0.006480025889885904
18048_1_40	0.0015827791288811083	8.294465225332566e-06	0.0	8.294465225332566e-06	0.0013341952772285177
18048_2_49	0.0	0.0	0.0	0.0	0.0
GCF_000231275.1	0.14530811307162603	0.0007610064897428723	0.0	0.0007610064897428723	0.12241069640682987
18048_2_47	0.00019830118710747777	9.816890450865236e-07	0.0	9.816890450865236e-07	0.00015790829813369894
UMGS1112	0.007674621987496755	4.1493069593453034e-05	0.0	4.1493069593453034e-05	0.006674313049167024
UMGS937	0.0006937851929002935	4.740147280685235e-06	0.0	4.740147280685235e-06	0.0007624701464709885
UMGS1712	0.001467682790484956	7.601291966257865e-06	0.0	7.601291966257865e-06	0.001222695805781703
GCF_001434175.1	0.0	0.0	0.0	0.0	0.0
UMGS921	0.015532681744495333	8.184207627051954e-05	0.0	8.184207627051954e-05	0.013164599365033232
UMGS588	5.181012256941274e-05	5.12971510588245e-07	0.0	5.12971510588245e-07	8.251335658016142e-05
UMGS1177	8.59195106024676e-05	5.054088858968682e-07	0.0	5.054088858968682e-07	8.129688054794297e-05
UMGS70	0.0	0.0	0.0	0.0	0.0
UMGS1546	0.0026077922705459904	1.4093453691427858e-05	0.0	1.4093453691427858e-05	0.0022669839277297044
20298_3_23	0.004237403852790187	2.2343938759732648e-05	0.0	2.2343938759732648e-05	0.003594104834736135
20287_6_15	0.1461709340098892	0.0007473445417346874	0.0	0.0007473445417346874	0.12021312175734054
UMGS1114	0.0	0.0	0.0	0.0	0.0
UMGS1442	0.001156164258340916	6.062983202271847e-06	0.0	6.062983202271847e-06	0.0009752531760192647
18048_1_71	0.14972526711014705	0.0007656005667994348	0.0	0.0007656005667994348	0.1231496706198231
UMGS113	0.0	0.0	0.0	0.0	0.0
UMGS1798	0.009900406738310968	5.373970043030608e-05	0.0	5.373970043030608e-05	0.008644228719509152
UMGS1464	0.005267678096646154	3.092284865949451e-05	0.0	3.092284865949451e-05	0.0049740540853609495
13414_6_25	0.014665199468582696	7.81068639948791e-05	0.0	7.81068639948791e-05	0.012563776714962303
20298_3_10	5.735105689196452e-05	2.839161232275471e-07	0.0	2.839161232275471e-07	4.5668953989018055e-05
UMGS1016	0.04656804209051999	0.00024432850436652254	0.0	0.00024432850436652254	0.03930113970729818
20287_6_20	0.13954977415275943	0.0007122277504946192	0.0	0.0007122277504946192	0.11456445656301027
UMGS1815	0.01548450358793654	8.248797679648067e-05	0.0	8.248797679648067e-05	0.013268494843269106
GCF_900091675.1	0.004430149668851498	2.2355167215643782e-05	0.0	2.2355167215643782e-05	0.0035959109732200795
UMGS2064	0.0005231579983393697	2.6422121128250992e-06	0.0	2.6422121128250992e-06	0.0004250095487290306
UMGS1512	0.00020186804963846162	1.621430117578005e-06	0.0	1.621430117578005e-06	0.0002608130055957787
UMGS864	0.12476399924635685	0.0006487178321064976	0.0	0.0006487178321064976	0.10434865230455033
GCF_000311845.1	0.0004389382517804186	3.0694982641987318e-06	0.0	3.0694982641987318e-06	0.0004937400997290793
GCF_000345445.2	0.0	0.0	0.0	0.0	0.0
GCF_000185625.1	0.031820545847532425	0.00017345867918889678	0.0	0.00017345867918889678	0.027901467337678013
GCF_000345985.2	0.0	0.0	0.0	0.0	0.0
UMGS1580	0.0010957493902642745	5.742374127159133e-06	0.0	5.742374127159133e-06	0.0009236820255916813
UMGS901	0.03992459361776838	0.00020217139168401675	0.0	0.00020217139168401675	0.03252001288180902
UMGS1973	0.006791475299211196	4.178156597309267e-05	0.0	4.178156597309267e-05	0.006720718754267476
12718_7_60	0.0	0.0	0.0	0.0	0.0
14672_4_3	0.0021898658159466523	1.1209178210987983e-05	0.0	1.1209178210987983e-05	0.0018030375948816333
UMGS873	0.005681853310498754	3.194368020048266e-05	0.0	3.194368020048266e-05	0.0051382585981091106
UMGS551	0.25375701906737724	0.0013418164611344627	0.0	0.0013418164611344627	0.21583611923351015
GCF_000527215.1	1.689258528686228e-05	1.6892585286862282e-07	0.0	1.6892585286862282e-07	2.7172345531182744e-05
GCF_900078395.1	0.04858425837761284	0.0002572582315300617	0.0	0.0002572582315300617	0.041380933937402456
UMGS421	0.028382591240502582	0.00014802343584056552	0.0	0.00014802343584056552	0.023810114775627698
UMGS38	0.013103940007873868	6.892113141722671e-05	0.0	6.892113141722671e-05	0.011086217801874382
UMGS712	0.00044980514513955495	2.4280979494712817e-06	0.0	2.4280979494712817e-06	0.00039056849704291116
UMGS1302	0.035164173370401806	0.00019105320676058386	0.0	0.00019105320676058386	0.030731611892328384
GCF_000285495.1	0.0	0.0	0.0	0.0	0.0
GCF_000413335.1	2.8088965414093363e-05	3.647917586245892e-07	0.0	3.647917586245892e-07	5.86780977804748e-05
UMGS888	0.0	0.0	0.0	0.0	0.0
GCF_000163075.1	0.0	0.0	0.0	0.0	0.0
UMGS1532	0.006995632308100832	4.0632353883766285e-05	0.0	4.0632353883766285e-05	0.006535863757536605
18048_1_77	0.0003374700338277808	1.795053371424366e-06	0.0	1.795053371424366e-06	0.00028874094537318306
UMGS48	0.0008469858628329524	5.184000102084925e-06	0.0	5.184000102084925e-06	0.0008338655073542184
UMGS598	0.0022570129644481625	1.3232551155316781e-05	0.0	1.3232551155316781e-05	0.0021285045843809115
UMGS799	0.025540393259425687	0.0001572600109671764	0.0	0.0001572600109671764	0.02529585189995165
GCF_000577335.1	0.0009323362952791239	5.811535233262571e-06	0.0	5.811535233262571e-06	0.0009348068442055792
UMGS916	0.003037915204049364	1.635686110844004e-05	0.0	1.635686110844004e-05	0.0026310613461265698
UMGS1850	0.01725269137452601	9.58870276474263e-05	0.0	9.58870276474263e-05	0.01542378151685446
15841_8_80	0.00041222895043378365	2.006956915451722e-06	0.0	2.006956915451722e-06	0.00032282641079967153
UMGS1591	0.014085281301300098	8.086518578477672e-05	0.0	8.086518578477672e-05	0.013007462932841449
UMGS656	0.0029158036558145145	1.608719258380422e-05	0.0	1.608719258380422e-05	0.0025876841708401582
UMGS1945	0.012033291098004481	6.533069106982784e-05	0.0	6.533069106982784e-05	0.010508682249607574
UMGS506	0.005865259497130098	2.917555710726296e-05	0.0	2.917555710726296e-05	0.004692995804495693
UMGS2033	0.06357706855060151	0.00032790005239521816	0.0	0.00032790005239521816	0.052743930973698526
UMGS774	0.00042606856121111506	2.204753227483131e-06	0.0	2.204753227483131e-06	0.00035464267600740745
UMGS486	0.33646112969768555	0.0017678210297433546	0.0	0.0017678210297433546	0.2843605229262108
GCF_000345405.2	0.0	0.0	0.0	0.0	0.0
GCF_000411395.1	8.829227014287613e-05	4.37090446251862e-07	0.0	4.37090446251862e-07	7.030760793714191e-05
UMGS192	0.0035152238979878677	1.9662532679857555e-05	0.0	1.9662532679857555e-05	0.0031627907920688766
12718_7_84	2.0903716582925727	0.01095514943929862	0.0	0.01095514943929862	1.7621761314526245
UMGS69	0.0002489262471225656	1.2404962481190977e-06	0.0	1.2404962481190977e-06	0.00019953838984162307
14207_7_80	1.4840021094123796	0.007541964151630894	0.0	0.007541964151630894	1.21315270831451
GCF_000155995.1	4.354712456396286e-05	2.1557982457407356e-07	0.0	2.1557982457407356e-07	3.46768086909363e-05
UMGS1201	0.0034504400561230996	1.884298287317803e-05	0.0	1.884298287317803e-05	0.0030309631875373826
GCF_000345905.2	0.0	0.0	0.0	0.0	0.0
UMGS827	0.010460081368927532	5.6901347924990436e-05	0.0	5.6901347924990436e-05	0.009152791362316556
UMGS1579	0.0	0.0	0.0	0.0	0.0
UMGS1071	0.010641312705281954	5.9541427952295865e-05	0.0	5.9541427952295865e-05	0.009577457957237991
UMGS1141	0.032832514174102254	0.000165714162069506	0.0	0.000165714162069506	0.026655733238564672
UMGS1979	0.0028034337434173005	1.4196163826199452e-05	0.0	1.4196163826199452e-05	0.002283505231154697
GCF_000158315.2	0.0	0.0	0.0	0.0	0.0
UMGS1294	0.007258017428982954	3.814295451217948e-05	0.0	3.814295451217948e-05	0.006135434700993832
UMGS1758	0.00434126456387869	2.4285177368527565e-05	0.0	2.4285177368527565e-05	0.003906360213891576
UMGS1441	0.00023479841941207252	1.9404828050584504e-06	0.0	1.9404828050584504e-06	0.00031213380534105814
GCF_000466385.1	3.8013805033215976e-05	1.8818715362978203e-07	0.0	1.8818715362978203e-07	3.0270596691526392e-05
UMGS886	0.0035201858152938874	2.1963982728988246e-05	0.0	2.1963982728988246e-05	0.0035329875079402598
